Geo Point;Geo Shape;Arrondissement;Adresse;Proposition non réalisable;Type de végétalisation;Etat de la proposition;Numéro;Commentaitre accompagnant la proposition;Avancement du projet
48.8685110004,2.35016900038;"{""type"": ""Point"", ""coordinates"": [2.350169000382928, 48.86851100039388]}";75002.0;5 Rue Sainte-Foy;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014H1166;La création d'une grande pelouse sur la place Sainte Foy/Alexandrie serait judicieux dans ce quartier du 2ème arrdt peu végétalisé;-
48.8749519999,2.3384600006;"{""type"": ""Point"", ""coordinates"": [2.338460000600295, 48.87495199987673]}";75009.0;48  Rue Laffitte;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014G3989;Arbre ou bac végétal;-
48.8783189999,2.35828099956;"{""type"": ""Point"", ""coordinates"": [2.358280999562319, 48.878318999931956]}";75010.0;40  Rue d'Alsace;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014H363;pas de commentaires;-
48.8704020004,2.37846500003;"{""type"": ""Point"", ""coordinates"": [2.378465000026366, 48.87040200041034]}";75011.0;67  Boulevard de Belleville;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I966;pas de commentaires;-
48.8238509998,2.37301999942;"{""type"": ""Point"", ""coordinates"": [2.373019999421915, 48.823850999788334]}";75013.0;Rue Regnault;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014H1809;voie ferroviaire : en faire une coulée verte ?;-
48.8336489998,2.34743600017;"{""type"": ""Point"", ""coordinates"": [2.3474360001715002, 48.83364899981827]}";75013.0;83  Rue Pascal;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Mur végétalisé;Propositions non réalisables techniquement;S2014I4778;Végétaliser le mur mitoyen entre la copropriété du 81-83 et celle du 85 rue Pascal;-
48.8882420002,2.31522300016;"{""type"": ""Point"", ""coordinates"": [2.315223000158405, 48.888242000233944]}";75017.0;147 Rue Cardinet;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014G4748;Mettre en place une séparation végétalisee entre le parc Marin Luther King et la rue Cardinet, afin de couper le bruit entre rue et parc;-
48.8786490001,2.40052100035;"{""type"": ""Point"", ""coordinates"": [2.400521000348571, 48.87864900010935]}";75019.0;49  Rue des Bois;la proposition n'a pas été retenue car l'espace n'est pas suffisant. En revanche, le mur situé au 42 rue des Bois est retenu dans le cadre de l'opération Du Vert Près de Chez Moi.;Mur végétalisé;Propositions non réalisables techniquement;S2014I466;pas de commentaires;-
48.8585869996,2.27917699999;"{""type"": ""Point"", ""coordinates"": [2.279176999991706, 48.85858699962452]}";75016.0;2 Rue Massenet;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014I799;Grande façade arrière fréquemment taggée;-
48.8685169998,2.40989399983;"{""type"": ""Point"", ""coordinates"": [2.40989399982677, 48.86851699982847]}";75020.0;5  Rue Stanislas Meunier;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014G3598;Ne pas partager mon adresse mail svp;-
48.8740229998,2.34874899957;"{""type"": ""Point"", ""coordinates"": [2.348748999566725, 48.87402299979019]}";75010.0;"54 Rue des Petites Ecuries
 75010 Paris";-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4630;-;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75014.0;Angle rue Bezout/ rue Hallé.;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8732239998,2.35451800034;"{""type"": ""Point"", ""coordinates"": [2.354518000335763, 48.87322399981737]}";75010.0;79  Rue du Faubourg Saint-Denis;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I234;-;-
48.8818900004,2.36394499954;"{""type"": ""Point"", ""coordinates"": [2.363944999544751, 48.88189000037174]}";75010.0;44 Rue Louis Blanc;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G1942;-;-
48.8660700004,2.37718299988;"{""type"": ""Point"", ""coordinates"": [2.377182999876353, 48.86607000042202]}";75011.0;102 Rue Saint-Maur;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I4049;-;-
48.8918180004,2.32254200038;"{""type"": ""Point"", ""coordinates"": [2.322542000383092, 48.89181800043586]}";75017.0;45  Rue Davy;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014G2186;Il s'agit d'un immeuble qui a brûlé à l'été 2008, et rien n'a été fait depuis...;-
48.8843799997,2.3565030001;"{""type"": ""Point"", ""coordinates"": [2.356503000097787, 48.88437999974452]}";75018.0;52  Boulevard de la Chapelle;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014G4503;pas de commentaires;-
48.8274400002,2.36606200045;"{""type"": ""Point"", ""coordinates"": [2.366062000453588, 48.82744000023054]}";75013.0;Bibliothèque Nationale de France;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Plantation d?arbre;Propositions non réalisables techniquement;S2014H1010;plantation darbres sur l'esplanade de Bnf face quai Mauriac. Elle est ss ame et ventee tel 1quaidegare. serait tres valorisee par vegetaux;-
48.8630469996,2.28732500009;"{""type"": ""Point"", ""coordinates"": [2.287325000088182, 48.863046999627805]}";75016.0;23 Place du Trocadéro et du 11 Novembre;la proposition n'a pas été retenue du fait des protections patrimoniales propres au site proposé limitant les réalisations possibles;Mur végétalisé;Propositions non réalisables techniquement;S2014G2204;Il s'agit du mur du cimetière de Passy. Aujourd'hui il est gris et moche... Pourquoi ne pas en faire un mur vegetalisé ?;-
48.8398110002,2.39756700017;"{""type"": ""Point"", ""coordinates"": [2.397567000170568, 48.83981100016638]}";75012.0;1  Rue du Docteur Goujon;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G1964;Toute la rue Goujon est pleine de places de stationnements pour les voitures. Un peu plus de vert dans cette rue apporterait un équilibre peut-être entre voitures, piétons, et nature. Merci.;-
48.8938410003,2.3702309996;"{""type"": ""Point"", ""coordinates"": [2.370230999596163, 48.89384100034802]}";75019.0;160 Rue d'Aubervilliers;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014H3828;mur des rails de gare de l'est, dégradés et pleins de mauvaises herbes. pourrait aussi être reconverti en mur à graffiti comme rue Ordener;-
48.8824662133,2.30384886032;"{""type"": ""Point"", ""coordinates"": [2.303848860315009, 48.88246621325335]}";75017.0;rue de prony;-;Plantation d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014I1075;-;En cours d'études
48.8238828438,2.35037051483;"{""type"": ""Point"", ""coordinates"": [2.350370514830739, 48.82388284379942]}";75013.0;70 rue de la colonie;-;Plantation d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G3865;-;Programmé
48.8454429997,2.40413200049;"{""type"": ""Point"", ""coordinates"": [2.40413200049432, 48.84544299967275]}";75012.0;20  Rue du Rendez-Vous;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I4394;Ce coin de rue sert de dépotoir pour objets encombrants à toute la rue. Le végétaliser rendrait la cité du rendez-Vous plus propre.;-
48.8624359999,2.37974700011;"{""type"": ""Point"", ""coordinates"": [2.379747000111098, 48.86243599990088]}";75011.0;59  Rue Saint-Maur;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I797;pas de commentaires;-
48.8672840004,2.3440740003;"{""type"": ""Point"", ""coordinates"": [2.344074000303221, 48.867284000399636]}";75002.0;90/104 Rue Montmartre;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014I1360;"Un jardin urbain, plantes et banc, pavement en continuité avec la rue Montmartre, un sol animé: pavés et carrés verts, une place ""verte""";-
48.8295979997,2.31655700028;"{""type"": ""Point"", ""coordinates"": [2.316557000280807, 48.82959799966831]}";75014.0;Place de l'Abbé Jean Lebeuf;la proposition n'a pas été retenue à cause du revêtement de l'entourage d'arbre incompatible avec la plantation de végétaux ou du risque de piétinement importants;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014G2073;pas de commentaires;-
48.8511040004,2.40004399945;"{""type"": ""Point"", ""coordinates"": [2.400043999448976, 48.85110400038015]}";75020.0;Square de la rue des Ormeaux;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014I4244;pas de commentaires;-
48.8657769998,2.37262699983;"{""type"": ""Point"", ""coordinates"": [2.372626999833409, 48.865776999779044]}";75011.0;31 Avenue de la République;la proposition n'a pas été retenue à cause du revêtement de l'entourage d'arbre incompatible avec la plantation de végétaux ou du risque de piétinement importants;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I2529;Végétaliser les pieds d'arbre avenue de la république;-
48.8658559997,2.35951199967;"{""type"": ""Point"", ""coordinates"": [2.359511999673055, 48.865855999730655]}";75003.0;Passage Sainte-Elisabeth;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I4607;pas de commentaires;-
48.82742,2.35361799932;"{""type"": ""Point"", ""coordinates"": [2.353617999321128, 48.82742000000165]}";75013.0;33  Rue Vandrezanne;la proposition n'a pas été retenue à cause du revêtement de l'entourage d'arbre incompatible avec la plantation de végétaux ou du risque de piétinement importants;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014G4132;A coté d'une ecole;-
48.8273370003,2.33127900002;"{""type"": ""Point"", ""coordinates"": [2.331279000018609, 48.82733700028076]}";75014.0;8b  Rue Sarrette;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Autre proposition;Propositions non réalisables techniquement;S2014I1818;un tilleul qui a etait planté y a plusieurs annee et le pieds de l'arbre n'a pas ete nettoyer propretement;-
48.8543909998,2.39648499979;"{""type"": ""Point"", ""coordinates"": [2.396484999789733, 48.85439099984215]}";75020.0;74 Rue Alexandre Dumas;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4249;-;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75012.0;Parc de Bercy (est);la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014I1445;De nombreux joueurs de volley et beach volley occupent les lieux en installant leurs propres filets. La demande est là. Il faudrait des équipements gérés par la ville.;-
